Timestamp,Dataset,p,Experiment,k,Steps,Samples,Alpha,Greedy_Obj,FW_Obj,Ratio,Greedy_Time_s,FW_Time_s,Speedup_x,Status
2026-01-28 18:23:28,Myocardial,111,compare_k1_a0.1_m100_block_1,1,1000,100,0.1000,2.8590,2.6778,0.9366,0.0019,0.5925,0.0032,DONE
2026-01-28 18:23:29,Myocardial,111,compare_k11_a0.1_m100_block_1,11,1000,100,0.1000,21.5093,20.7132,0.9630,0.0139,0.5780,0.0241,DONE
2026-01-28 18:23:29,Myocardial,111,compare_k22_a0.1_m100_block_1,22,1000,100,0.1000,35.2432,34.8043,0.9875,0.0325,0.5783,0.0562,DONE
2026-01-28 18:23:30,Myocardial,111,compare_k33_a0.1_m100_block_1,33,1000,100,0.1000,46.9708,46.6699,0.9936,0.0611,0.5634,0.1085,DONE
2026-01-28 18:23:31,Myocardial,111,compare_k55_a0.1_m100_block_1,55,1100,100,0.1000,69.0452,68.8990,0.9979,0.1283,0.6243,0.2055,DONE
2026-01-28 18:23:34,Myocardial,111,compare_k1_a0.1_m200_block_1,1,1000,200,0.1000,2.8590,2.8590,1.0000,0.0020,1.0256,0.0020,DONE
2026-01-28 18:23:35,Myocardial,111,compare_k11_a0.1_m200_block_1,11,1000,200,0.1000,21.5093,21.0911,0.9806,0.0137,1.0114,0.0136,DONE
2026-01-28 18:23:36,Myocardial,111,compare_k22_a0.1_m200_block_1,22,1000,200,0.1000,35.2432,34.6716,0.9838,0.0325,1.0165,0.0320,DONE
2026-01-28 18:23:37,Myocardial,111,compare_k33_a0.1_m200_block_1,33,1000,200,0.1000,46.9708,46.4720,0.9894,0.0616,1.0237,0.0601,DONE
2026-01-28 18:23:38,Myocardial,111,compare_k55_a0.1_m200_block_1,55,1100,200,0.1000,69.0452,68.9833,0.9991,0.1298,1.1438,0.1135,DONE
2026-01-28 18:23:40,Myocardial,111,compare_k1_a0.2_m20_block_1,1,1000,20,0.2000,2.8590,2.4716,0.8645,0.0021,0.1918,0.0109,DONE
2026-01-28 18:23:40,Myocardial,111,compare_k11_a0.2_m20_block_1,11,1000,20,0.2000,21.5093,20.7437,0.9644,0.0135,0.1838,0.0737,DONE
2026-01-28 18:23:41,Myocardial,111,compare_k22_a0.2_m20_block_1,22,1000,20,0.2000,35.2432,34.3471,0.9746,0.0325,0.1827,0.1778,DONE
2026-01-28 18:23:41,Myocardial,111,compare_k33_a0.2_m20_block_1,33,1000,20,0.2000,46.9708,45.9949,0.9792,0.0615,0.1836,0.3348,DONE
2026-01-28 18:23:41,Myocardial,111,compare_k55_a0.2_m20_block_1,55,1100,20,0.2000,69.0452,68.4131,0.9908,0.1277,0.2013,0.6344,DONE
2026-01-28 18:23:44,Myocardial,111,compare_k1_a0.2_m50_block_1,1,1000,50,0.2000,2.8590,2.8590,1.0000,0.0023,0.3561,0.0065,DONE
